https://pm.stackexchange.com/questions/17824| As an Agile Coach, how do I deal with argumentative and uncooperative team members?| I an an Agile Coach and Scrum Master for a development team.One of developers has become impossible to work with because of her attitude towards in particular me and I am not sure how to handle it.Any advice would be most welcomed!I have only been working with this team for 3 weeksTeam member has said that I have a boring approach to coaching the team and that the previous coach was more funTeam member speaks up and criticizes every single initiative I present to the teamTeam member questions everything and flails between arguments. She doesn't fight one particular point or point of view, she fights for the sake of fighting.Team member is not a team player and is unwilling to work as a team, very arrogant and always tells the team that she is always right.Team member is not professional at all. Other team members from other team members are difficult, but they are at least professional.I would use an analogy for this team. Imagine a bunch of football players who were not interested in playing a game of football, they just wanted to kick the ball around. Now add me, their coach.I am at odds as I presume this is my job to sort this out.UpdateThe team is using Kanban and a couple of Agile development methods like XP, BDD etc. So they have a Kanban board, WIP limits etcInitiatives I was referring too were for example coaching them about WIP limits, Kaizen time, high quality demo's etcI think the team member works ok with the team, it is primarily about me, so I guess you could say she is a team player as I am not part of the team. She does not share her knowledge constructively no.My role is very clear, but I guess because there is no strong team manager or team lead, I am trying to compensate for this, by doing things which are not part of my role. My role includes providing transparency about how the team is doing in terms of cycle time, process, coach and foster learning, mediate conflicts, remove impediments or flag to management, deliver coaching on all aspects of self organisation, support backlog refinement.| TL;DRYou are taking a potential team composition problem and making it your problem. That is not agile; that is a misunderstanding of your role. From an agile coaching perspective, teams need to be guided into assessing and resolving their own bottlenecks, whether it involves technical or human resource issues.AnalysisI am at odds as I presume this is my job to sort this out.Not really, no. Your job is tocoach the entire teamand help them identify the process that works for them. Since they aren't following a formal methodology like Scrum and just want to be "agile," you need to help them define what that meansto themrather than to you.Team member speaks up and criticizes every single initiative I present to the team[.]Why areyoupresenting initiatives at all? Unless your executive sponsor has tasked you with a traditional command-and-control role, as a coach your responsibility ought to be to educate the team about common practices, and then facilitate their exploration of their own initiatives. Whether or not this particular individual is really a problem is irrelevant to this particular point, although it is certainly germane to other teaming issues.[The t]eam member is not a team player and is unwilling to work as a team, very arrogant and always tells the team that she is always right.This sounds like a problem (if itisa problem) for the entire team. It is notyourproblem; it is theirs. You need to find out how the rest of the team feels about this person. From the team's point of view, does this person:Help or hinder the team?Add value to the team's process?Pull her own weight within the development process?Share her knowledge constructively with the rest of the team?If the answers to these and other similar questions are not to the team's liking, thenthe teamhas a process problem that the team needs to own up to, and collectively request action from line management to resolve. Voting an unhelpful team member off the island ought to be within the purview of the team itself, or the project's executive sponsors.Meta-SolutionAside from spot solutions, the real issue is that your role and authority (if any) are not currently clarified by your executive sponsor. Presumably someone hired you to do a job, fulfill a role, or execute some set of deliverables. Rather than trying guess about the nature of your job,ask someone.In some cases, agile "coaches" are hired to bring a few agile practices to the table while still functioning in a command-and-control capacity. In others, the management team really wants the team to learn, and to become self-organizing. This often requires a more Socratic approach to educating the team.In either case, you currently lack direction and authority. Talk to the person you report to about these things, and plan your course of action accordingly.
https://pm.stackexchange.com/questions/26865| How to get a BI team to work in vertical slices e.g. User Stories| I am an Agile Coach for a bunch of Business Intelligence Engineers and Data Scientists.There is generally speaking 2 different work item types which they undertake:User facing reports and dashboards e.g. Business Objects, LookerPlatform related enablement e.g. Airflow data pipelines, AWS configuration, Snowflake and S3 workI have tried everything but I have not managed to get the team to work in vertical slices - they just say that its impossible and so they essentially work in horizontal slices with each team member working from his/her own backlog of technical tasks e.g.One developer will constantly work on new data pipelines and maintain existing data pipelines.One developer will only do Looker or BO.One developer will do exclusively Snowflake related activities etc.The work does marry up eventually but there is so little user facing value that the business is starting to get unhappy.There are a few more variables which make my problem more complex. We don't have Product Management skills within the team - we do have a PO but he is a business person with no real agile IT experience.Also, the ask of the team is also to embed the skills of creating dashboards and reports within the business users e.g. self-serve.My question is simple - how do I get my team to work in agile way and slice things vertically.| From the looks of it, you currently don't have a team. You have a group of developers presumably working in the same office. To turn them into a team, you need to get them to take collective ownership of the unsliced work-items that provide value to the business.A few suggestions in that direction areHold a retrospective with all team members about how they can collectively turn around the perception of the business that they aren't delivering anything. Let them come up with ideas themselves and try the most promising ones (or the ones that get the most support) for some time.Don't allow the team to horizontally slice a work-item. If no vertical slice can be agreed upon, then assume that that is the smallest that the work-item can become.At the same time, impose a WIP limit on the work-items. If a team member wants to start on a new work-item that would exceed the WIP limit, tell them to  assist in completing an already in-progress work-item, even if that work-item has no work left in their area of expertise. This will help in getting work-items done faster and it also cross-trains the team.You can allow the team to create (horizontally-sliced) sub-tasks under a work-item to know in which technical areas work needs to be done, but the completion of a sub-task would have no meaning for any metrics that you track. They can, however, help the team to see where/how multiple people can collaborate on the same work-item.
https://pm.stackexchange.com/questions/1177| Is it the team members responsibility to correct PMs weaknesses? (or at least in his own interest)| (I understand that this question may be discussed in a pretty wide sense. However I want to focus on its relevance to PM / PM teams).Imagine a PM who does not seem to be qualified in several regards, fails to be exact on meetings and dates, provides poor communication, but nevertheless for some reason was raised to that position. Even worse, the PM himself seems to be very convinced of his work and self-confident.The consequences are not to severe, but nevertheless the project team suffers under those weaknesses.Do you think it is the team members responsibility to continuously silently correct PMs weaknesses? Bring it to his attention (risking that he may be either insulted or just give it a shrug)? Or just give it a shrug as well, similar to what the PM himself is doing?| I would say that it is team's responsibility to make PM aware of the issues in this way or another. Specific method may depend on a situation and specific person so the team may start talking directly with the PM or with PM's manager or with own manager. Either way it's their job to share their expectations and their view of things with PM (either directly or indirectly).Another thing is whether they should correct PM's behavior and here I think it's more an issue for PM themselves or PM's manager. Team members aren't in the best place to play the role of the coach as they are very subjective here.And there's one more perspective, which is project itself. For the good of the project it is possible and sometimes even preferred to have team overtaking some of PMs responsibilities. It shouldn't however be done instead but as an addition to letting others know about the problem.
https://pm.stackexchange.com/questions/27398| Scrum Team and Product Owner working against each other| My current project involves two companies. The product owner from Company A and the development team from Company B.Recently the two companies came to a disagreement regarding the Product Owner (PO) for the following reasons:She does not give acceptance criteria. She will give one-liners and the developers have to figure out what she wants. The if they are done refining they present it to the PO and she can accept or reject the story. If she accept we can then pull it to the backlog for a sprint.She does not prioritize. The Development Team needs to do this. If the Team prioritizes then she complains that we are forcing priorities and if we ask her, she states 'you can decide'.She is very rude and has an explosive personality if she does not agree with the Team.She is a "sort of Scrum" person. She likes Scrum when it suits her. Otherwise, she complains about Scrum, even after coaching.She is the PO, Business Analyst, and tester (final sign off)Company A and B came to disagreement because company A states that she does nothing wrong while my company, Company B, sees the bottleneck she is causing. It is like a ripple effect.No detailed acceptance criteria = More meetings and time spent figuring out stories. I have to log stories, get priorities and have a meeting to decipher her one-liners.Rudeness = Lowers team moraleMultiple roles = One of the roles is neglected depending on what is required.She has been the reason for us not completing the Sprint Goal insomeof our Sprints.This has been raised to the CEO level of both companies and the changes they made was:Move her out of the office so that the rudeness and explosiveness do not affect the team.That's all.I have made numerous suggestions (as the Scrum Master), I think four times, in the past year but it fell on deaf ears.Do you have any suggestions on an approach to follow?| She does not give acceptance criteriaThis is not a problem if the Product Owner is happy to talk through the stories with the team and clear up any details. The team can even create their own acceptance criteria as a result of the discussions if they find that useful.If the Product Owner is not willing to spend the necessary time explaining the stories then there is a discussion to be had about time committent and productivity.She does not prioritizeAny idea why? It would be worth having a conversation with the Product Owner about their motivation for this behaviour. Is it that they do not know what stories take priority? Or perhaps they don't feel sufficiently empowered to make priority decisions?She is very rude and has an explosive personalityIt would be worth getting the whole team together with the Product Owner to discuss ways of working and what behaviour is acceptable. A lot of teams will have a written 'terms of engagement' that they try to stick to.She's the PO, BA, and testerIf there are issues arising from this combination of roles then the retrospective is typically the place they would be surfaced and hopefully mitigated.Do you have any suggestions on a approach to follow?Confrontation is unlikely to be productive as Scrum is by design a collaborative approach. My suggestion would be to talk as much as possible with the Product Owner to try and determine their motivation and see if there are ways of working that can be found to improve the situation.Escalation to management is a risky approach as unless the Product Owner is replaced the result is likely to be even more tension in the team.
https://pm.stackexchange.com/questions/19912| How can I deal with a developer who isn't on board with a new PM and programming framework?| I'm currently implementing Scrum and a switch to Ruby on Rails within my organization. We have a team of six developers, only two of whom have experience in Ruby on Rails. Two of the other developers are getting the hang of Rails relatively fast, but the third is reluctant, constantly complaining about Rails, and how she dislikes the framework.I have provided moral coaching, as well as several resources for them to pass the Rails curve as fast as possible, but I just can't seem to get this person on board by committing to our Sprint goals and work tools (i.e. Rails). Once she gets frustrated by something she goes into a mental block that ticks off the rest of the team (me included, although I handle the events in a calm manner). I think its more of a tantrum or fit rather than an actual technical issue in terms of learning the framework.Any ideas or feedback that might help me be a better manager, and hopefully get this person on board?| TL;DRSince I've only heardyourside of things, I'm unwilling to assume the problem is the individual you're talking about. While I agree that thereisa problem, the problem is one that involves people, processes, and change management. It will require you to acknowledge this before the problem can be resolved to anyone's satisfaction.Most likely, you will need to make some changes to the composition of your team. That isnotan indictment of the team member; it's simply that effective change management sometimes requires changes in personnel.If you ask this question on a different Q&A site likeWorkplace SEyou may get a different answer. From a project management perspective, though, and especially from an agile perspective, you have not implemented organizational change properly.Introduce Organizational Change ProperlyIn programming, you change one simple thing at a time so you can debug it. You have changed at least twocomplexthings at the same time, and are struggling to debug it.Scrum (or any project management framework) requires training and time to be implemented effectively. In addition, agile frameworks require buy-in from the entire team, not just the project manager.If you have team members who aren't interested in agile practices or Scrum ceremonies, and you have truly exhausted all teachable moments and coaching opportunities, then you need to take responsibility for having prescribed a framework without having first created buy-in. After you do that, you need to form a team that contains self-organizing people whowantto follow an agile framework.Introduce Job Changes ProperlyOn the job front, you've introduced a host of changes to the team's job description, including changing:Project management frameworkLanguageWeb application frameworkTechnology stackTechnological ecosystemIf you've changed all that, you've also probably changed the product that you're building, too. That's a lot of change to a person's job description, and not everyone in I.T. wants to be cross-functional or learn new languages and frameworks that don't fit their cognitive patterns.Some people enjoy the chance to use new technologies or work on a new project, while others prefer stability and to stay within a well-defined comfort zone. If you just switched someone's job description from .NET or Java programmer in a waterfall shop to Ruby on Rails developer in a Scrum and/or DevOps organization, there are certainly going to be people who can't or won't make the switch.If theteamdidn't drive this change to the technology stack, then management needs to be ready to take responsibility for having changed the job description. Furthermore, both senior management and the project manager should expect to have to retrain and reform a team around a new technology stack."Change" Often Requires Actual ChangeNot all change is the responsibility of the employee. It's great that you've got five out of six of your current team members on board with the new project and technology frameworks. Now it's your job to determine whether there is a role for anyone who doesn't fit your new I.T. model.Perhaps this person can take on a different role within the company or the team. Maybe there are other projects or other teams that this person can work on, that may be of more interest to her. If not, you're essentially saying: "Adopt the new paradigm or find a new job."As a business, that's may not be an unreasonable perspective. From a team-building standpoint, though, you will generally get better results by acknowledging that not every person is the right fit for every team or organizational culture. Keep that in mind if and when you decide to make changes to your team composition, as nothing destroys team cohesion as quickly as blaming workers for the results of strategic decisions by the business.Treat this as a change in job requirements, rather than an interpersonal issue. Not only is this a more constructive approach than trying to assign blame, it is also more likely to result in an objective resolution.
https://pm.stackexchange.com/questions/9985| Organisation fails to deliver a Product Owner| I am working in a Scrum-team that has been developing software for the past year. The organisation isn't used to agile product development and initially provided a weak product owner who was chosen because of his functional knowledge about the domain, but since we're developing both a functional system and a new technical architecture, he recently quit this position because he couldn't find himself adding much value to the team.Besides the Scrum-team (programmers and testers), there is a relatively new separate project leader/manager who is responsible for budget, a software architect approving technical decisions and a requirements engineer (currenly 'interim product owner') who sees himself aschickenhelping out the hypothetical product owner. And then there is the test department and operations. These all are the stakeholders in this project and the organization has trouble appointing a product owner, because they 'can't find anybody who has enough knowledge and time to take on the job'.Fortunately most of my colleagues are smart, pro-active people and we are constantly debating among ourselves to make the right decisions and I think we're doing quite well under the circumstances.However, not having a product owner does slow us down and demoralizes the team in my opinion, because nobody seems to want to take responsibility for the final product except for the project leader/manager who only appears for demos, when approving timesheets and in weekly 1 hour meetings to inform the team about future organizational plans regarding this product, but also giving us a chance to speak up if there are any issues. A while back, I have asked the project manager to invest more time in making and maintaining a full release planning, so we can plan ahead and make choices about priorities accordingly. Although he response was positive, I have yet to see any results.How would you proceed?| TL;DRThe Scrum Master should work with the team to identify the costs to the team, the project, and the stakeholders that are related to the missing role. This information should be gathered in a transparent way, and the results should be highly-visible to the entire organization.Ultimately, senior management must fix this problem. In the meantime, the team should do its best without violating the principles of Scrum, understanding that it's sub-optimal and will remain so until the organization invests in meeting the managerial and structural obligations of Scrum.The Costs of Indirect Product OwnershipOnly the Product Owner can add or remove stories from the Product Backlog. Only the Product Owner can change the priority of Product Backlog items. Therefore, having a missing, disengaged, or proxy Product Owner creates the following risks:The project may build the wrong thing.The stakeholders may lack proper input or visibility into the project.Sprints may lack clear Sprint Goals.The team may end up working on low-priority items (from the stakeholders' point of view) because the Product Backlog is not properly groomed.The accuracy of estimates in Sprint Planning may be adversely affected.The team may need to commit to fewer stories each Sprint in order to account for ambiguity resulting from lack of Product Owner input.This is not an exhaustive list, but it's representative of the common issues a Scrum team can face when missing a framework-mandated role. Not having a real Product Owner will almost always cause problems for the framework and the project.Make the Costs VisibleThe biggest mistake you can make with Scrum is to sweep problems under the rug. The lack of strong leadership from a Product Owner should not be discounted; it should be madevisibleto the entire organization.While there is certainly political risk for doing so, an ethical Scrum Master should:Remind the organization of the important of the role of Product Owner.Continue enforcing the framework rules.Don't "fill in" for the missing Product Owner.Don't allow stakeholders or the development team to manage the Product Backlog.Attribute reduced velocity or productivity as process problems to the missing Product Owner role when appropriate.Treat schedule slippage as a process problem attributable to the missing Product Owner role.Ensure the process is transparent, and the cost of the missing role is highly visible to stakeholders.When sprints fail, or fail to satisfy the expectations of stakeholders during the Sprint Review, invite them to the Sprint Retrospective.Make the lack of a Product Owner a recurring agenda item for each Sprint Review until the issue is resolved.In other words, if the project takes twice as long to deliver half as much because senior management can't or won't place the right person in the Product Owner role—well, that's their decision to make, but it comes at a cost that they need to live with. Under no circumstances should a Scrum team take improper responsibility for management decisions that violate fundamental framework principles.The team's responsibility is to sustainably deliver product in a professional and workman-like fashion. It is the Product Owner's responsibility to define and prioritize that product, and management's responsibility to identify and empower the Product Owner. In framework terms, it really is just that simple.
https://pm.stackexchange.com/questions/20175| Development manager in the morning scrum| In a company, the development manager comes from a technical and PM background. He also acts as a tech lead, without doing any development work though. He focuses on the management side of the role.In the morning scrum meeting, the developers start talking about yesterday, today and if there any impediments. The development manager starts asking questions to the team members such as "where are we on this?", "why did this occur?" etc. The team members reply, therefore many times starting going into details. The Scrum Master has tried mentioning that this is not a technical meeting, but the manager replies that he wants to know what's going on "with this specific thing" or "we need to understand this better". Sometimes he replies to the SM "hold on, we need to discuss this", therefore the SM has given up trying to refocus the discussion. Other times, the SM will try to coordinate the discussion on a topic, and the manager will say "let's move on, this can wait". Sometimes he will even get annoyed if the SM says "let's take this offline".The SM had separate discussions with the manager on this, and the manager replies with arguments such as "the morning scrum is a great place to catch up on what is going on, without distracting people throughout the day", and "some people need coordination, therefore we need to hold their hands for a bit".In this company the manager is responsible for the delivery of the product and has been working very closely to the team since day one. He has contributed a lot and still does, but it seems that he wants to control every aspect of the meeting, and the development (this propagates down to planning, where the manager will ask things to be done and therefore prioritising the backlog along with the PO).In this company, there is a fixed project deadline, and it sounds far more important to meet the deadline "no matter what", rather than cultivate a scrum environment. The SM and PO feel hopeless, and they don't feel things can change. What would be your suggestions to SM and development manager, in order to facilitate scrum better?| The Scrum Master has to demand any people not part ofthe Development teamto be 100% silent during the Daily Scrum. This is the rule according tothe Scrum guide:The Scrum Master enforces the rule that only Development Team members   participate in the Daily Scrum.After the Daily Scrum it is fine to discuss a little bit about details if needed.I suggest that you also let your manager read theLESS pages about Management. This to make him understand what is expected from managers in Agile environments.Now it is possible he does not want to change his behaviour and he doesn't care if your team is doing real Scrum or something that looks like Scrum. I would try to get the whole team to say (out loud together) they want to follow and implement Scrum by the book, since it generates the most value. Afterwards you should also learn your manager theShu-Ha-Riand if he want to play Ri he should first learn and play the game for a while, like a few years before altering it.To end I would like to quote Martin Fowler as a final suggestion:If you can't change your organization, change your organization!I have done both sides in the past and really its great either way. If you think you can change the organization don't give up after some push backs. Keep repeating and repeating with respect, eventually they will turn around. Change of culture can be a process of years, so you need to have a long breath.
https://pm.stackexchange.com/questions/10086| Balance between sharing creative control and leading the project| I've been working on a project for almost a year now as the Project Manager. Initially, it was just myself. Over time, several others have been engaged in the project on a much smaller scope.The project is relatively heavily modularized, primarily to accommodate this type of an environment.In my experience, I really appreciate when people share creative control. It makes you feel like you're an important part of the project, you're contributions are more than just repetitive to-spec coding, and you get to have a little fun playing around with ideas. As such, I try to grant those I work with a heavy amount of creative control on their parts of the project.I'm beginning to think this is back-firing on me because there are some tasks, which should be relatively simple, that are turning out to be huge burdens because of the amount of discussion expected. I don't want to be a project dictator but when we are in "crunch time" and somebody goes off on a tangent with an idea and reports back that he doesn't think my solution is ideal, I find myself becoming aggravated. I am almost always anextremelylaid back person so this is surprising to me. I don't let my professionalism slip and try to hide any negative notions to keep everyone happy.Many of these issues are more related to "personal taste" (think Design) than a technical, provable problem. As Project Manager, I am really dealt the burden of making sure this project is completed successfully. Overall, I just want to find a way to balance letting my fellow programmers have fun and enjoy their work but also move forward faster than a snail's pace.Can anyone recommend some ways to establish a balance between letting the developers enjoy themselves while continueing to push out a product I feel comfortable delivering?| TL;DR[T]here are some tasks...that are turning out to be huge burdens because of the amount of discussion expected.It isn't really thediscussionthat's inherently problematic; it's the intersection of discussion withParkinson's Law. Or, to put it another way, you have rediscovered the reason that agile frameworks like Scrum rely so heavily ontime-boxing.Over-Engineering: The Enemy of ProductivityThe agile community is full of pithy aphorisms that all boil down to the idea that productivity is about riding the line of "good enough." Some examples include:YAGNI(You Aren't Going to Need It)The simplest thing that could possibly work.Deliver working software frequently.Working software is the primary measure of progress.Scrum enforces time-boxing on both meetings and iterations, so that discussions that need to happen have aplaceto happen, but also a built-in time constraint that encourages selection of workable solutions over "perfect" solutions. In addition, the iterative nature of Scrum development lends itself to acceptance of "good enough" solutions that can always be improved further in later iterations if there's actual value in doing so.This isn't the same thing as cowboy coding or deliberate technical debt. Rather, it's simply a formalized awareness thatshippable featuresare the goal, rather than perfection for its own sake.Introduce Time-Boxing and Set ExpectationsEven if you aren't an agile shop, you may find the following steps useful in reigning in the tendency towards over-engineering.Clearly communicate the objectives and time constraints.Make "good enough" an explicit criteria.Be clear that no one will be blamed if something isn't "perfect" or needs to be refactored in the future—and mean it!Reward on-time delivery of "good enough" features.Set the expectation that a team decision madewithinthe time-box will set the bar for the feature, but you will make a decision by fiat if the team can't reach consensus before the time-box expires.Treat the time-box as inviolate; don't make exceptions.Use a kitchen timer to help remind the team of the time-box.Neverhold individual developers accountable for features that are good enough but not "perfect."The key here is to make the objectives clear, and to communicate effectively about how the team's performance will be reviewed and rewarded. Developers are rarely rewarded for "good enough," but frequently punished for imperfect work. You will need to work hard to build trust in a process that values and rewards alternative team strategies.
https://pm.stackexchange.com/questions/20374| How to encourage more participation in web scrum meetings?| I have recently become scrum master for an established team that has been doing many parts of Scrum, but has not had a scrum master. The team is great team who does well and I have been trying hard to continue with what they are doing that works, while still seeking ways to improve and adapt.The team is all in the same time-zone, but they all work remote. This has only been a problem for me in one way, the Sprint Retrospective. Perhaps in part because the meeting is held using an online tool, I often times have very long periods of silence after I ask a question. While I don't worry too much about silence, from individual discussions I know there are things that are not being brought up, and I also feel we are not being very efficient where the meeting is longer than it should be due to the silence. I am fairly certain the main problem is since everyone is on their own machines and our program doesn't allow everyone on the team to be on webcam at the same time (team is too large atm, another story), they are just kind of ignoring most of the meeting and working through them.Here are some things I have either tried or am thinking of trying, can anyone chip in on those and let me know if they have tried some of these and had success or not, or have other little things you have done to encourage participation?To be perfectly clear I am confident in the team, and also that we will improve, but I would love to hear of other ideas to help if I am not thinking of something, or validation of a good idea.Main thing I have just started doing is talking more to team members individually, and asking them why they think the team devolves into silence sometimes. This is simple but my main plan to improve our meeting communication.I have toyed with the idea of doing safety checks, I don't think that's the problem but still might do one to be sure.I have done some anonymous polls or questions, but haven't had much response from those.I have considered having random team members run the retrospective, to see if that helps everyone be more comfortable. This is in part because I am the new team member, so that was my thought there.I have sought feedback after meetings on what they liked and didn't like, but haven't got much response there either.I do keep the meetings as short as possible and try to add some things in so they are not boring.Any insight from experience is appreciated, just trying to make sure I am doing the right things and not missing something important.| In my experience periods of silence in a retrospective are caused by the following:The team sees no value in the retrospectiveThe team is too large and people are uncomfortable talkingThe team has a lot of introverts that feel uncomfortable talking in meetingsIt is quite possible that you have a combination of all three problems. Throw in the fact it is a remote meeting and you have a powerful combination of factors that discourage conversation.The lack of video is a big issue. People use visual queues in conversation to know when to start speaking and when to listen. You will not get the natural conversation that a retrospective needs using audio only.I wonder whether you could escalate this and try and facilitate a full video-based meeting?Also, consider gathering the teams good/bad/suggestions list prior to the meeting. Email the team a day before the retro and ask them to reply with what they think has gone well, what went badly and any suggestions they might have. This gives them time to come up with ideas and may help the meeting to flow a little better. It also means that if the conversation dies you can quickly move on to the next item.
https://pm.stackexchange.com/questions/10187| A development workflow for a team of 3 developers that minimizes outside interruptions?| My question is similar to these two topics;A software development workflow for a company of 2-4 developers?How to manage a Web Projectbut where my team fails is when we are all working on separate projects and we get bombarded with input from many other departments.I'm sure Scrum and Agile are similar in that, once the project is started after its defined, there should be very little if not no input or changes to the plan. This tends to fail every time no matter the size of the project. We do have the support of the company and product owner but some of these problems originate from that very same person.How can we minimize these outside interruptions to the project?| The following is pulled from a few different sources (including my own experience as a solo freelancer with multiple clients); however, you mentioned Agile and Scrum - so my terminology will be similar.Shorter development efforts, with extended silence:What I found worked for me was to have, essentially, a one week sprint. On Monday, you meet the product owners - or collect the input from all of them and set priorities for the week. Developers forecast what they think they can do by Friday. Then, get to work.Friday comes, you show what you did. The three of you chat about what worked in the processes you actually control - and make improvements. Weekend. Monday - rinse and repeat.If the product owner(s) can't calm down for 4 days and let you do your work uninterrupted, then there's probably a bigger problem.Definition of done:You all (product owners included) should define what "done" means for each task that will be in the sprint. It may start out as "it just works" - but there should be a drive/desire amongst the team to refine and mature the definition to include engineering excellence.Definition of ready:Don't accept into a sprint items which have not been crystalized to a certain, agreed upon, state. This may start out as simple and very generic descriptions (button in top left) - but there should be a drive/desire to improve to having mock-ups, maybe multiple requirements written in an FDD or BDD style in the language of the business...and so on.The only way to change direction is to stop first:So, you've got:Entrance criteria (ex. If an item isn't broken down enough to be done in 1 week - we don't do it);Exit criteria (ex. It just works); andA communication plan (we meet Mondays and Fridays - and possibly daily for 15 minutes, but that should be more for the team doing the work - not the product owner) - between that time the PO can't say anything...If, for whatever reason, the product owner(s) has (have) to change things mid-sprint, it's okay and, in scrum at least, there's a simple way to do it - tell the developers to stop what they're doing, possibly abandon all the work to date, and  start again.If this happens, I highly recommend modifying sprint lengths to get back on the Monday-Friday timetable (it works wonders if you're on that sort of weekday schedule - modify for whenever the team gets time off).Two levels of defects - developers only hear about one during a sprint:Level 1 defects mean stuff is crashing, horribly, it's bad, really bad. Level 2 is everything else - we found a glitch and a workaround, or we want this to be yellow.During a sprint (all 4 days of it, because the 5th cumulatively is taken up by meetings), the team is only informed of level 1 defects. Further, when the team is informed of a level 1 defect - all of the developers stop what they're doing and assist to fix the problem. (This is known as "stopping the line" in Lean Manufacturing.)Now, you may not be able to (or want to) implement all of these. Further, you're corporate culture may not be one where a dramatic shift like this is a good idea. So, start slow.Maybe the Monday-Friday book-end meetings that cover: What we are going to do; what we did do; and, for the developers, how can we do it better? Then start adding things to it...at the sprint review (Friday meeting with the Product Owner) is a great place to suggest having a definition of done and ready. Number 4 may not need to be brought up at all - but, if the PO interrupts, just inform them on the day; or, again, at the sprint review just bring it up and say, "You know, when you do that..."Hope that helps.
